 dataset_id,id,areas,bathymetry,class,Latitude,Longitude,family,infraphylum,order,parvphylum,phylum,scientificName,shoredistance,subphylum,originalScientificName,temperature,salinity,dissolved_oxygen,ph,chlorophyll,ocean_latitude,ocean_longitude,read_count,confidence_score,sequence_length,detection_category,abundance_prediction,data_source,processing_date
c24bf1c2-2c62-4056-a841-56d94e6e876a,fb160407-711b-4dd7-9a9c-a1908ec40754,"[248, 252, 31904]",13,Teleostei,-5.358889103,71.75861359,Scaridae,Gnathostomata,Eupercaria incertae sedis,Osteichthyes,Chordata,Chlorurus enneacanthus,265,Vertebrata,Chlorurus enneacanthus,26.055,,5.998,8.1,,25.901,81.341,0.0,0.3,0.0,No eDNA Data,High,Integrated Marine Data,2025-09-19
c24bf1c2-2c62-4056-a841-56d94e6e876a,b25e5d4e-d3fc-4d02-b69f-300b2c6d5a6d,"[248, 252, 31904]",-3,Teleostei,-5.416666508,71.75,Gobiidae,Gnathostomata,Gobiiformes,Osteichthyes,Chordata,Gobiodon rivulatus,328,Vertebrata,Gobiodon rivulatus,27.009,,6.815,7.929,,25.95,86.967,0.0,0.3,0.0,No eDNA Data,High,Integrated Marine Data,2025-09-19
c24bf1c2-2c62-4056-a841-56d94e6e876a,f6dec9b1-ca07-422b-80ae-4f062872bd94,"[248, 252, 31904]",23,Teleostei,-5.433610916,71.76361084,Labridae,Gnathostomata,Eupercaria incertae sedis,Osteichthyes,Chordata,Thalassoma hardwicke,1105,Vertebrata,Thalassoma hardwicke,,,5.986,7.883,1.888,26.284,83.751,0.0,0.3,0.0,No eDNA Data,Low,Integrated Marine Data,2025-09-19
c24bf1c2-2c62-4056-a841-56d94e6e876a,9dd88191-0256-4e35-a5a0-e04e50500c5c,"[248, 252, 31904]",12,Teleostei,-5.344722271,72.20999908,Gobiidae,Gnathostomata,Gobiiformes,Osteichthyes,Chordata,Trimmatom offucius,637,Vertebrata,Trimmatom offucius,,,6.884,7.811,0.766,26.47,63.126,0.0,0.3,0.0,No eDNA Data,Low,Integrated Marine Data,2025-09-19
c24bf1c2-2c62-4056-a841-56d94e6e876a,ff35ee34-07cc-431c-81ba-aa25cace3449,"[248, 252, 31904]",15,Teleostei,-5.355555534,72.21250153,Tetraodontidae,Gnathostomata,Tetraodontiformes,Osteichthyes,Chordata,Arothron nigropunctatus,550,Vertebrata,Arothron nigropunctatus,,,6.606,8.011,0.87,26.655,64.472,0.0,0.3,0.0,No eDNA Data,Low,Integrated Marine Data,2025-09-19
c24bf1c2-2c62-4056-a841-56d94e6e876a,b483455d-7997-4f69-b63b-7a0828f45c93,"[9, 10, 31904]",-80,Teleostei,-10.46666622,105.5500031,Gobiidae,Gnathostomata,Gobiiformes,Osteichthyes,Chordata,Trimma macrophthalmum,549,Vertebrata,Trimma macrophthalma,26.231,,5.712,8.069,,26.67,74.681,0.0,0.3,0.0,No eDNA Data,High,Integrated Marine Data,2025-09-19
c24bf1c2-2c62-4056-a841-56d94e6e876a,3fb2d173-c186-409f-985f-dd53f06bb2fa,"[248, 252, 31904]",4,Elasmobranchii,-5.384444237,71.75027466,Carcharhinidae,Gnathostomata,Carcharhiniformes,Chondrichthyes,Chordata,Carcharhinus amblyrhynchos,1223,Vertebrata,Carcharhinus amblyrhynchos,,,5.833,7.992,0.156,26.673,96.809,0.0,0.3,0.0,No eDNA Data,Low,Integrated Marine Data,2025-09-19
c24bf1c2-2c62-4056-a841-56d94e6e876a,4b48eeb1-3636-491d-86ac-a8c84fde9848,"[248, 252, 31904]",4015,Teleostei,-5.406944275,70.76611328,Apogonidae,Gnathostomata,Kurtiformes,Osteichthyes,Chordata,Fowleria marmorata,105854,Vertebrata,Fowleria marmorata,,33.473,6.118,8.214,,26.673,63.378,0.0,0.3,0.0,No eDNA Data,Low,Integrated Marine Data,2025-09-19
c24bf1c2-2c62-4056-a841-56d94e6e876a,f2d20fff-413b-41d0-84ef-69afbeae2c8d,"[248, 252, 31904]",15,Teleostei,-5.426944256,71.75777435,Synodontidae,Gnathostomata,Aulopiformes,Osteichthyes,Chordata,Synodus binotatus,538,Vertebrata,Synodus binotatus,,35.457,5.797,8.209,,26.934,85.033,0.0,0.3,0.0,No eDNA Data,Low,Integrated Marine Data,2025-09-19
c24bf1c2-2c62-4056-a841-56d94e6e876a,55a7da49-a1d5-44cd-9166-613b9fe4c0a2,"[248, 252, 31904]",24,Teleostei,-5.399166584,71.74777985,Gobiidae,Gnathostomata,Gobiiformes,Osteichthyes,Chordata,Bryaninops loki,300,Vertebrata,Bryaninops loki,,34.881,6.999,8.242,,27.04,89.369,0.0,0.3,0.0,No eDNA Data,Low,Integrated Marine Data,2025-09-19
c24bf1c2-2c62-4056-a841-56d94e6e876a,a6b112eb-daa3-4be8-8429-60aebefd2641,"[218, 219, 10161, 20914, 40030, 31904]",36,Teleostei,-27.51888847,32.69777679,Chaetodontidae,Gnathostomata,Acanthuriformes,Osteichthyes,Chordata,Chaetodon kleinii,2266,Vertebrata,Chaetodon kleineii,,,6.822,8.032,0.887,27.22,95.503,0.0,0.3,0.0,No eDNA Data,Low,Integrated Marine Data,2025-09-19
c24bf1c2-2c62-4056-a841-56d94e6e876a,f9cc24c7-0841-4581-8d25-e231fcaf8fa3,"[248, 252, 31904]",10,Teleostei,-5.301111221,72.26222229,Tripterygiidae,Gnathostomata,Blenniiformes,Osteichthyes,Chordata,Enneapterygius abeli,633,Vertebrata,Enneapterygius abeli,,35.046,6.633,7.969,,27.404,85.842,0.0,0.3,0.0,No eDNA Data,Low,Integrated Marine Data,2025-09-19
c24bf1c2-2c62-4056-a841-56d94e6e876a,a7054176-a05e-4f34-96a2-b6dfa8197c27,"[248, 252, 31904]",12,Teleostei,-5.343333244,72.20944214,Microdesmidae,Gnathostomata,Gobiiformes,Osteichthyes,Chordata,Nemateleotris magnifica,625,Vertebrata,Nemateleotris magnifica,,35.916,6.69,8.048,,27.492,79.064,0.0,0.3,0.0,No eDNA Data,Low,Integrated Marine Data,2025-09-19
c24bf1c2-2c62-4056-a841-56d94e6e876a,1438ab66-b4d0-41bc-bde5-b94bf96b53d3,"[248, 252, 31904]",15,Teleostei,-5.429166794,71.7583313,Scaridae,Gnathostomata,Eupercaria incertae sedis,Osteichthyes,Chordata,Scarus,640,Vertebrata,Scarus sp,30.24,,4.314,7.871,,27.653,74.876,0.0,0.3,0.0,No eDNA Data,Low,Integrated Marine Data,2025-09-19
c24bf1c2-2c62-4056-a841-56d94e6e876a,0c662396-3d0b-4c2e-85b8-34f7e284c73c,"[248, 252, 31904]",3,Teleostei,-5.411110878,71.76999664,Tripterygiidae,Gnathostomata,Blenniiformes,Osteichthyes,Chordata,Enneapterygius gruschkai,1835,Vertebrata,Enneapterygius gruschkai,25.859,,5.986,8.206,,27.859,88.257,0.0,0.3,0.0,No eDNA Data,High,Integrated Marine Data,2025-09-19
c24bf1c2-2c62-4056-a841-56d94e6e876a,4522e810-8652-43b3-a914-6dd97d7ddd74,"[9, 10, 31904]",4636,Teleostei,-10.86666679,105.3333359,Myctophidae,Gnathostomata,Myctophiformes,Osteichthyes,Chordata,Myctophum nitidulum,45026,Vertebrata,Myctophum nitidulum,30.631,,5.132,8.262,,28.352,71.102,0.0,0.3,0.0,No eDNA Data,Low,Integrated Marine Data,2025-09-19
c24bf1c2-2c62-4056-a841-56d94e6e876a,4bbe38a7-8aee-4c26-b50e-89f87ee9040d,"[248, 252, 31904]",15,Teleostei,-5.354444504,72.21583557,Labridae,Gnathostomata,Eupercaria incertae sedis,Osteichthyes,Chordata,Cheilinus oxycephalus,727,Vertebrata,Cheilinus oxycephalus,29.049,,6.861,7.908,,28.371,66.716,0.0,0.3,0.0,No eDNA Data,Medium,Integrated Marine Data,2025-09-19
c24bf1c2-2c62-4056-a841-56d94e6e876a,112723f8-2d80-48b3-943d-767bf632e71e,"[8, 9, 31904]",6,Teleostei,-30.08333397,114.9666672,Diodontidae,Gnathostomata,Tetraodontiformes,Osteichthyes,Chordata,Diodon holocanthus,929,Vertebrata,Diodon holocanthus,25.788,,6.612,8.244,,28.372,99.322,0.0,0.3,0.0,No eDNA Data,High,Integrated Marine Data,2025-09-19
c24bf1c2-2c62-4056-a841-56d94e6e876a,14e33bcc-3946-42f6-967b-d1ff2f87be6c,"[248, 252, 31904]",16,Teleostei,-6.179166794,71.3638916,Balistidae,Gnathostomata,Tetraodontiformes,Osteichthyes,Chordata,Rhinecanthus aculeatus,2582,Vertebrata,Rhinecanthus aculeatus,31.995,,4.343,8.122,,28.522,82.962,0.0,0.3,0.0,No eDNA Data,Low,Integrated Marine Data,2025-09-19
c24bf1c2-2c62-4056-a841-56d94e6e876a,f8a2e83f-56e8-4667-89cc-2ffe7ef36b87,"[248, 252, 31904]",20,Teleostei,-5.445555687,71.79499817,Apogonidae,Gnathostomata,Kurtiformes,Osteichthyes,Chordata,Pseudamiops,1769,Vertebrata,Pseudamiops sp 1,,,6.49,8.211,0.733,28.837,96.708,0.0,0.3,0.0,No eDNA Data,Low,Integrated Marine Data,2025-09-19
c24bf1c2-2c62-4056-a841-56d94e6e876a,e0637f3f-472c-46d4-9a6e-0b52c30eff72,"[248, 252, 31904]",-1,Teleostei,-5.442222118,71.76333618,Acanthuridae,Gnathostomata,Acanthuriformes,Osteichthyes,Chordata,Acanthurus lineatus,739,Vertebrata,Acanthurus lineatus,,35.804,6.385,8.224,,28.851,86.125,0.0,0.3,0.0,No eDNA Data,Low,Integrated Marine Data,2025-09-19
c24bf1c2-2c62-4056-a841-56d94e6e876a,90759f9a-bb31-48b5-afbf-9152fdb57f02,"[212, 10146, 31904]",27,Teleostei,-4.550000191,55.45000076,Epinephelidae,Gnathostomata,Perciformes,Osteichthyes,Chordata,Epinephelus hexagonatus,1357,Vertebrata,Epinephelus hexagonatus,,34.36,5.724,7.839,,29.12,83.949,0.0,0.3,0.0,No eDNA Data,Low,Integrated Marine Data,2025-09-19
c24bf1c2-2c62-4056-a841-56d94e6e876a,4cc1f490-d282-474d-9c2b-fa9acde772c6,"[248, 252, 31904]",15,Teleostei,-5.355555534,72.21250153,Chaetodontidae,Gnathostomata,Acanthuriformes,Osteichthyes,Chordata,Heniochus monoceros,550,Vertebrata,Heniochus monoceros,,,6.134,7.989,0.868,29.23,64.526,0.0,0.3,0.0,No eDNA Data,Low,Integrated Marine Data,2025-09-19
c24bf1c2-2c62-4056-a841-56d94e6e876a,73b38e34-6705-4a81-9f71-a0b287c3ef7c,"[248, 252, 31904]",15,Teleostei,-5.429166794,71.7583313,Ophichthidae,Gnathostomata,Anguilliformes,Osteichthyes,Chordata,Leiuranus semicinctus,640,Vertebrata,Leiuranus semicinctus,,34.122,5.822,8.279,,29.585,98.782,0.0,0.3,0.0,No eDNA Data,Low,Integrated Marine Data,2025-09-19
c24bf1c2-2c62-4056-a841-56d94e6e876a,973da2ad-37be-45eb-8829-ff95f6985614,"[248, 252, 31904]",20,Teleostei,-5.445555687,71.79499817,Apogonidae,Gnathostomata,Kurtiformes,Osteichthyes,Chordata,Pseudamiops gracilicauda,1769,Vertebrata,Pseudamiops gracilicauda,,33.69,5.523,7.933,,29.914,73.436,0.0,0.3,0.0,No eDNA Data,Low,Integrated Marine Data,2025-09-19
c24bf1c2-2c62-4056-a841-56d94e6e876a,71a430b4-12cf-4bb9-8fe8-441ad6ae6349,"[248, 252, 31904]",22,Teleostei,-5.450833321,71.81583405,Apogonidae,Gnathostomata,Kurtiformes,Osteichthyes,Chordata,Cheilodipterus artus,1282,Vertebrata,Cheilodipterus artus,,,5.937,7.906,1.687,29.925,68.483,0.0,0.3,0.0,No eDNA Data,Low,Integrated Marine Data,2025-09-19
